qid1,qid2,label,wid1,cid1,wid2,cid2
S113391,S101625,0,W107312 W105204 W100291 W103336 W106591 W101707 W101645 W101372 W102812 W108598 W100091,C101841 C101317 C100865 C101541 C100537 C100800 C102221 C100379 C100463 C102174 C101225 C100165 C100747 C100639 C101300 C101800 C100586 C100889 C100394 C100332,W103187 W106264 W103025 W100118 W108376 W104416,C101649 C100800 C102221 C100400 C100992 C101340 C101541 C101379 C101351 C101843 C101585 C101200 C101350
S116951,S104653,1,W109461 W109194 W105834 W104416,C100291 C101643 C100114 C100290 C100114 C100766 C101399 C101292 C100290 C101350,W109120 W109461 W108553 W109194 W107646 W100922 W108756 W104806 W106503,C100541 C100096 C100291 C101643 C100114 C100290 C100114 C100480 C101629 C100766 C101399 C101394 C101031 C100290 C100409 C100546 C101680 C100882 C100915 C102239
S103695,S104653,0,W109461 W108553 W109194 W107655 W105465 W104707 W109120 W101880 W106503,C100291 C101643 C100114 C100290 C100114 C100480 C101629 C100766 C101399 C100680 C100393 C101192 C100179 C101514 C101963 C100541 C100096 C100753 C100091 C102239,W109120 W109461 W108553 W109194 W107646 W100922 W108756 W104806 W106503,C100541 C100096 C100291 C101643 C100114 C100290 C100114 C100480 C101629 C100766 C101399 C101394 C101031 C100290 C100409 C100546 C101680 C100882 C100915 C102239
S133963,S104653,0,W108463 W108376 W101478 W104698 W101950 W104416,C100291 C101643 C100114 C100637 C101585 C101200 C101613 C101968 C100288 C100882 C100915 C100708 C101350,W109120 W109461 W108553 W109194 W107646 W100922 W108756 W104806 W106503,C100541 C100096 C100291 C101643 C100114 C100290 C100114 C100480 C101629 C100766 C101399 C101394 C101031 C100290 C100409 C100546 C101680 C100882 C100915 C102239
S128524,S107697,1,W108463 W100006 W107255 W108241 W104740,C100291 C101643 C100114 C100637 C101705 C100087 C101807 C100003 C101061 C100291 C101000 C100919 C101642 C101318 C100887,W107170 W101304 W107255 W103072 W102841 W105754 W104740,C100291 C101643 C100114 C101985 C100266 C100003 C101061 C100291 C101003 C100743 C102147 C101609 C102296 C101642 C101318 C100887
S116253,S118315,0,W101851 W105373 W101447 W100810 W103937 W104121,C101303 C101505 C100291 C101643 C100114 C101833 C101466 C101234 C101871 C100848 C100865 C101318,W107170 W105373 W101447 W100810 W108484 W106441 W106503,C100291 C101643 C100114 C101833 C101466 C101234 C101871 C100527 C100678 C101324 C102239
S126482,S106987,0,W109004 W102600 W105373 W104770 W106184 W104416 W106184 W100288,C100271 C101816 C100637 C100376 C101061 C100012 C101833 C100518 C100467 C102125 C101039 C100036 C101350 C102125 C101039 C100036 C101705 C101164,W104272 W106184 W107265 W108338 W108280 W100806 W105384 W102398,C100438 C101061 C102058 C102125 C101039 C100036 C101750 C100611 C102158 C102058 C102125 C101039 C100036 C100586 C101164 C101318 C101458 C101864 C101606
S129577,S120083,1,W108463 W101396 W100806 W105340 W108463 W103377 W103164 W103461 W106959,C100291 C101643 C100114 C100637 C101705 C101164 C101318 C100723 C100279 C100291 C101643 C100114 C100637 C102174 C100396 C102242 C100502 C100099 C100615 C100506 C101147,W107170 W108553 W100323 W101855 W109438,C100291 C101643 C100114 C100480 C101629 C101263 C101602 C100099 C100778 C100097
S108660,S120083,0,W103537 W108376 W104463 W106089,C100541 C101654 C101585 C101200 C101042 C101578 C100404 C102194 C101380,W107170 W108553 W100323 W101855 W109438,C100291 C101643 C100114 C100480 C101629 C101263 C101602 C100099 C100778 C100097
S127279,S120083,0,W107170 W108553 W101855 W104806,C100291 C101643 C100114 C100480 C101629 C101602 C100099 C100882 C100915,W107170 W108553 W100323 W101855 W109438,C100291 C101643 C100114 C100480 C101629 C101263 C101602 C100099 C100778 C100097
S113613,S124730,0,W106245 W108280 W106264 W108598 W105754 W101328 W102377 W106264 W104416,C100477 C100439 C100586 C100800 C102221 C100889 C100394 C102296 C101277 C101833 C100475 C101861 C100800 C102221 C101350,W103163 W103716 W106264 W106623 W109027 W100091 W105754 W103163 W108280 W108598 W105754 W105373 W104768 W104416,C101867 C101185 C100800 C102221 C101086 C101874 C100313 C101099 C100332 C102296 C101867 C100586 C100889 C100394 C102296 C101833 C101234 C101861 C101350
S118889,S124730,0,W103163 W105585 W102377 W102305 W106264 W102263 W108280 W100091 W108598 W105754 W101328 W108671 W107982 W102377 W104416,C101867 C100871 C100475 C101861 C101198 C100800 C102221 C100476 C100586 C100332 C100889 C100394 C102296 C101277 C101833 C102243 C102106 C100125 C100475 C101861 C101350,W103163 W103716 W106264 W106623 W109027 W100091 W105754 W103163 W108280 W108598 W105754 W105373 W104768 W104416,C101867 C101185 C100800 C102221 C101086 C101874 C100313 C101099 C100332 C102296 C101867 C100586 C100889 C100394 C102296 C101833 C101234 C101861 C101350
S113613,S103480,0,W106245 W108280 W106264 W108598 W105754 W101328 W102377 W106264 W104416,C100477 C100439 C100586 C100800 C102221 C100889 C100394 C102296 C101277 C101833 C100475 C101861 C100800 C102221 C101350,W108280 W100091 W106264 W108598 W105754 W101328 W104768 W105118 W104416,C100586 C100332 C100800 C102221 C100889 C100394 C102296 C101277 C101833 C101234 C101861 C100415 C102221 C101350
S127067,S103136,1,W109012 W106320 W101514 W107277 W103092 W106948 W106320 W102167,C100800 C102221 C100480 C101629 C100589 C101041 C100382 C100291 C100541 C101020 C100599 C100640 C100589 C101615 C100233,W106320 W101208 W109533 W108719 W108280 W102639 W104416 W103546 W100203 W101741,C100589 C100382 C101041 C100340 C100800 C102221 C100506 C102242 C100646 C100586 C100233 C101539 C101350 C101642 C101318 C100589 C100589 C100993
S123114,S116427,0,W103163 W100323 W105043 W102799 W100962 W102072 W108280 W107170,C101867 C101263 C101061 C100291 C100477 C100439 C100406 C102226 C100381 C100260 C101794 C100586 C100291 C101643 C100114,W100107 W104403 W108463 W102193 W106320 W104416 W106503,C101591 C101982 C100696 C101479 C101628 C100752 C100291 C101643 C100114 C100637 C102226 C100589 C101350 C102239
S109570,S113714,1,W108463 W101940 W109120 W103135,C100291 C101643 C100114 C100637 C100816 C101705 C100541 C100096 C100234 C100099,W108463 W103135 W108581 W101396 W100806,C100291 C101643 C100114 C100637 C100234 C100099 C100919 C101981 C101705 C101164 C101318
S100823,S113714,0,W107170 W100323 W105265 W108581 W100822 W100806,C100291 C101643 C100114 C101263 C100271 C100637 C100919 C101981 C101705 C100096 C101164 C101318,W108463 W103135 W108581 W101396 W100806,C100291 C101643 C100114 C100637 C100234 C100099 C100919 C101981 C101705 C101164 C101318
S109570,S118680,0,W108463 W101940 W109120 W103135,C100291 C101643 C100114 C100637 C100816 C101705 C100541 C100096 C100234 C100099,W108463 W105691 W101396 W109120 W102635,C100291 C101643 C100114 C100637 C101324 C102226 C101705 C100541 C100096 C100099 C100223
S108532,S114569,0,W101631 W107170 W101950 W108280 W109131 W104416,C101695 C101405 C100291 C101643 C100114 C100882 C100915 C100708 C100586 C102044 C101613 C101350,W107170 W101950 W109052 W103546 W101478,C100291 C101643 C100114 C100882 C100915 C100708 C100586 C101613 C101350 C101642 C101318 C101613
S115688,S114569,0,W103163 W107950 W108280 W107170 W105150 W102103 W108279 W104003 W104740,C101867 C101915 C101915 C100586 C100291 C101643 C100114 C100981 C102153 C101100 C100295 C100743 C101201 C101642 C101318 C100887,W107170 W101950 W109052 W103546 W101478,C100291 C101643 C100114 C100882 C100915 C100708 C100586 C101613 C101350 C101642 C101318 C101613
S126340,S114569,1,W103747 W108280 W107116 W107671 W108239 W108999 W105635 W107170 W101950 W102022 W102132,C102244 C100586 C101957 C100585 C101220 C102025 C102226 C100680 C100626 C101016 C100291 C101643 C100114 C100882 C100915 C100708 C101033 C101173 C101176,W107170 W101950 W109052 W103546 W101478,C100291 C101643 C100114 C100882 C100915 C100708 C100586 C101613 C101350 C101642 C101318 C101613
S135188,S114569,0,W109586 W109612 W100323 W108463 W108280 W107281 W104156,C101147 C101018 C100260 C100179 C101263 C100291 C101643 C100114 C100637 C100586 C100993 C101719 C101424,W107170 W101950 W109052 W103546 W101478,C100291 C101643 C100114 C100882 C100915 C100708 C100586 C101613 C101350 C101642 C101318 C101613
S115234,S115488,0,W108463 W108376 W101396 W100947 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C100189 C100129 C101350 C102239,W107170 W101676 W102739 W107040 W105754 W107154 W108661 W105485 W105754 W104740 W101824,C100291 C101643 C100114 C101818 C102207 C101816 C102296 C101615 C100020 C100743 C100266 C100988 C101826 C100964 C102296 C101642 C101318 C100887 C101450
S121043,S115488,1,W107170 W102103 W100298 W104740 W104156,C100291 C101643 C100114 C101100 C100964 C101642 C101318 C100887 C101424,W107170 W101676 W102739 W107040 W105754 W107154 W108661 W105485 W105754 W104740 W101824,C100291 C101643 C100114 C101818 C102207 C101816 C102296 C101615 C100020 C100743 C100266 C100988 C101826 C100964 C102296 C101642 C101318 C100887 C101450
S101761,S103834,1,W107170 W108376 W106015 W104416,C100291 C101643 C100114 C101585 C101200 C100313 C100591 C101477 C101350,W108463 W109077 W103040 W108376 W106015 W104416,C100291 C101643 C100114 C100637 C101806 C100510 C100632 C101585 C101200 C100313 C100591 C101477 C101350
S112765,S103834,0,W107170 W105754 W101701 W105754 W108376 W107498 W101701 W100323 W100404 W104416 W104156,C100291 C101643 C100114 C102296 C100662 C101436 C100576 C102296 C101585 C101200 C100313 C100662 C101436 C100576 C101263 C100591 C101477 C101350 C101424,W108463 W109077 W103040 W108376 W106015 W104416,C100291 C101643 C100114 C100637 C101806 C100510 C100632 C101585 C101200 C100313 C100591 C101477 C101350
S121697,S102952,0,W106831 W100323 W107212,C100291 C102111 C100731 C101263 C101813 C100456,W103526 W100323 W107212,C101643 C100291 C101263 C101813 C100456
S132489,S102952,0,W107170 W101396 W100806 W107419 W109391,C100291 C101643 C100114 C101705 C101164 C101318 C100092 C101917 C100586 C101033,W103526 W100323 W107212,C101643 C100291 C101263 C101813 C100456
S131093,S102952,1,W103526 W105604 W100806 W107835,C101643 C100291 C102153 C101164 C101318 C102210 C101353,W103526 W100323 W107212,C101643 C100291 C101263 C101813 C100456
S121697,S106552,1,W106831 W100323 W107212,C100291 C102111 C100731 C101263 C101813 C100456,W106831 W100323 W107786,C100291 C102111 C100731 C101263 C101286 C100757
S131040,S109968,1,W107170 W109611 W102103 W100298 W104740 W106503,C100291 C101643 C100114 C101643 C101003 C101100 C100964 C101642 C101318 C100887 C102239,W108463 W107421 W108149 W104740 W106503,C100291 C101643 C100114 C100637 C100924 C100396 C102118 C100924 C100806 C100964 C100262 C101642 C101318 C100887 C102239
S131040,S122465,0,W107170 W109611 W102103 W100298 W104740 W106503,C100291 C101643 C100114 C101643 C101003 C101100 C100964 C101642 C101318 C100887 C102239,W108463 W100115 W109611 W104740 W106503,C100291 C101643 C100114 C100637 C101643 C101579 C101643 C101003 C101642 C101318 C100887 C102239
S120260,S122465,1,W107170 W109611 W103546 W104806,C100291 C101643 C100114 C101643 C101003 C101642 C101318 C100882 C100915,W108463 W100115 W109611 W104740 W106503,C100291 C101643 C100114 C100637 C101643 C101579 C101643 C101003 C101642 C101318 C100887 C102239
S126426,S113353,1,W107170 W102841 W108280 W109120,C100291 C101643 C100114 C102147 C101609 C100586 C100541 C100096,W107170 W106591 W108280 W100806 W102841 W104456 W106503,C100291 C101643 C100114 C102174 C101225 C100586 C101164 C101318 C102147 C101609 C100479 C102239
S119539,S113353,0,W107170 W109533 W100361 W103734 W103937 W100715 W101491 W102263 W108280 W100806 W100587 W104456 W106503,C100291 C101643 C100114 C100340 C101023 C101306 C100148 C100848 C100865 C100323 C101841 C101317 C100476 C100586 C101164 C101318 C101343 C101549 C100479 C102239,W107170 W106591 W108280 W100806 W102841 W104456 W106503,C100291 C101643 C100114 C102174 C101225 C100586 C101164 C101318 C102147 C101609 C100479 C102239
S117070,S105664,0,W106089 W101923 W108280 W109120 W106503 W101015 W109189 W107170 W109194 W105204 W100987,C100404 C102194 C101380 C101418 C100250 C100586 C100541 C100096 C102239 C100480 C100295 C100376 C100291 C101643 C100114 C100766 C101399 C101541 C100404,W107170 W107913 W109194 W105204 W106089,C100291 C101643 C100114 C102153 C100381 C100766 C101399 C101541 C100404 C102194 C101380
S127133,S129015,0,W101728 W103526 W108280 W109356 W103376 W102856 W108280 W107170 W104416 W106503,C101023 C101340 C101643 C100291 C100586 C101071 C100821 C101680 C101445 C100586 C100291 C101643 C100114 C101350 C102239,W103526 W109356 W103376 W105604 W107170 W104416,C101643 C100291 C101071 C100821 C102153 C100291 C101643 C100114 C101350
S125596,S115987,0,W101110 W100100 W105990 W106889 W107298 W105912 W100914 W108581 W101146 W106727 W109203 W106503,C102207 C101970 C100639 C100271 C100383 C100383 C100266 C101649 C101295 C100409 C100114 C102125 C101061 C102305 C100376 C101061 C101618 C100919 C101981 C102223 C100541 C100832 C102131 C102239,W104365 W108280 W101447 W104416 W106503 W100914 W108280 W101447 W104416 W106503,C102125 C101061 C102305 C102218 C100586 C101466 C101234 C101350 C102239 C100376 C101061 C101618 C100586 C101466 C101234 C101350 C102239
S125596,S114255,1,W101110 W100100 W105990 W106889 W107298 W105912 W100914 W108581 W101146 W106727 W109203 W106503,C102207 C101970 C100639 C100271 C100383 C100383 C100266 C101649 C101295 C100409 C100114 C102125 C101061 C102305 C100376 C101061 C101618 C100919 C101981 C102223 C100541 C100832 C102131 C102239,W100914 W104346 W107754 W104200,C100376 C101061 C101618 C100919 C101803 C102193 C101020 C100832
S123347,S101318,0,W101040 W109533 W105739 W108553 W108280 W100806 W100587,C101862 C101567 C100340 C101608 C101295 C100114 C100480 C101629 C100586 C101164 C101318 C101343 C101549,W105739 W108553 W100878 W108280 W100806 W100750 W101211,C101608 C101295 C100114 C100480 C101629 C101826 C100964 C100586 C101164 C101318 C100887 C101496 C101901 C100964
S102892,S101318,1,W105739 W106315 W103778 W100878 W101478 W100806 W102493,C101608 C101295 C100114 C101975 C100777 C101828 C100988 C101826 C100964 C101613 C101164 C101318 C100087,W105739 W108553 W100878 W108280 W100806 W100750 W101211,C101608 C101295 C100114 C100480 C101629 C101826 C100964 C100586 C101164 C101318 C100887 C101496 C101901 C100964
S123347,S125270,1,W101040 W109533 W105739 W108553 W108280 W100806 W100587,C101862 C101567 C100340 C101608 C101295 C100114 C100480 C101629 C100586 C101164 C101318 C101343 C101549,W106701 W107265 W105739 W106894 W106221,C101602 C100425 C101750 C101608 C101295 C100114 C100586 C101357 C100305 C102030
S109823,S127906,0,W107682 W108280 W102456 W103376 W108928 W100323 W105865 W105604 W107170 W104416 W106503 W103747 W109167 W104219 W101824,C101643 C101654 C100586 C102174 C101020 C100821 C100719 C101263 C100801 C101991 C100291 C102153 C100291 C101643 C100114 C101350 C102239 C102244 C101117 C100894 C100249 C100636 C101450,W107170 W102193 W101396 W102751 W104416 W106503 W103747 W104552 W103163 W104219 W105754 W101021 W100951 W102512 W105533,C100291 C101643 C100114 C102226 C101705 C101744 C100329 C101350 C102239 C102244 C101117 C101867 C100249 C100636 C102296 C100853 C101864 C100637 C100688 C101432
S116615,S127906,1,W107170 W108376 W101396 W101277 W102751 W104416,C100291 C101643 C100114 C101585 C101200 C101705 C101719 C100731 C101744 C100329 C101350,W107170 W102193 W101396 W102751 W104416 W106503 W103747 W104552 W103163 W104219 W105754 W101021 W100951 W102512 W105533,C100291 C101643 C100114 C102226 C101705 C101744 C100329 C101350 C102239 C102244 C101117 C101867 C100249 C100636 C102296 C100853 C101864 C100637 C100688 C101432
S113712,S106893,0,W104329 W108781 W105587 W108376 W106755 W104416,C101666 C101295 C100114 C101295 C101168 C101585 C101200 C100882 C100233 C101350,W101069 W105092 W106563 W108280 W100117 W106479 W108447 W104147 W103316 W104147 W104770 W105385 W102139 W103081 W105444 W105126 W105754 W106889 W107434 W106479 W100520,C100900 C100269 C100890 C100387 C101465 C100586 C100541 C101321 C102139 C102002 C100882 C101295 C101168 C101135 C101295 C101168 C101135 C100518 C100467 C100988 C101780 C100262 C100593 C101324 C100332 C101204 C102296 C100266 C101649 C100376 C101465 C102139 C102002 C101300 C102139
S112693,S106893,1,W101069 W105092 W106563 W108280 W100117 W106479 W108447 W104147 W103163,C100900 C100269 C100890 C100387 C101465 C100586 C100541 C101321 C102139 C102002 C100882 C101295 C101168 C101135 C101867,W101069 W105092 W106563 W108280 W100117 W106479 W108447 W104147 W103316 W104147 W104770 W105385 W102139 W103081 W105444 W105126 W105754 W106889 W107434 W106479 W100520,C100900 C100269 C100890 C100387 C101465 C100586 C100541 C101321 C102139 C102002 C100882 C101295 C101168 C101135 C101295 C101168 C101135 C100518 C100467 C100988 C101780 C100262 C100593 C101324 C100332 C101204 C102296 C100266 C101649 C100376 C101465 C102139 C102002 C101300 C102139
S113712,S108129,0,W104329 W108781 W105587 W108376 W106755 W104416,C101666 C101295 C100114 C101295 C101168 C101585 C101200 C100882 C100233 C101350,W105587 W108376 W106368 W104416,C101295 C101168 C101585 C101200 C100572 C100882 C101350
S103339,S108129,0,W105587 W107913 W102049 W100593,C101295 C101168 C102153 C100381 C100780 C100833 C102139 C102261,W105587 W108376 W106368 W104416,C101295 C101168 C101585 C101200 C100572 C100882 C101350
S113712,S122456,1,W104329 W108781 W105587 W108376 W106755 W104416,C101666 C101295 C100114 C101295 C101168 C101585 C101200 C100882 C100233 C101350,W104329 W108781 W105587 W103546 W104806,C101666 C101295 C100114 C101295 C101168 C101642 C101318 C100882 C100915
S108672,S101959,0,W108719 W105455 W101933 W109079 W104740,C100800 C102221 C100506 C102242 C100646 C102221 C100029 C101854 C100393 C101101 C100890 C100310 C101981 C101642 C101318 C100887,W108719 W105455 W105754 W106524 W100719,C100800 C102221 C100506 C102242 C100646 C102221 C100029 C101854 C100393 C102296 C102191 C100882 C100915 C101917 C100885
S130542,S110048,1,W102817 W100323 W103163 W100323 W102627 W109536 W103238 W105754 W101984 W100914,C102244 C100269 C101263 C101867 C101263 C101061 C101618 C101574 C101071 C100845 C101387 C100845 C102296 C102153 C101324 C102153 C100376 C101061 C101618,W102627 W109536 W106161 W101984 W100914,C101061 C101618 C101574 C101071 C101970 C102153 C101324 C102153 C100376 C101061 C101618
S113867,S134382,0,W107878 W108280 W104401 W102841,C102125 C101061 C100064 C100586 C101196 C102147 C101609,W108594 W105866 W100367 W100806 W109407 W107948 W106503,C102125 C101985 C101061 C102174 C101020 C100006 C101807 C101705 C100096 C101164 C101318 C100087 C100233 C102163 C102239
S128990,S129205,1,W102272 W106268 W104927 W100971 W100914 W103948 W104806 W106503 W108376 W106755 W104416,C102125 C101039 C100417 C101036 C100586 C100300 C101741 C100252 C100376 C101061 C101618 C101176 C101357 C100882 C100915 C102239 C101585 C101200 C100882 C100233 C101350,W102272 W103734 W100914 W103948 W104806,C102125 C101039 C100417 C100148 C100376 C101061 C101618 C101176 C101357 C100882 C100915
S103521,S110547,0,W100806 W103344 W102823 W105754 W109077 W100091 W102823 W100971 W101301 W105604,C101164 C101318 C100333 C100339 C100516 C101739 C101782 C102296 C101806 C100332 C100339 C100516 C101739 C101782 C100252 C100339 C101021 C100964 C102153,W102083 W104636 W100971 W101301 W103546 W104806,C100339 C101174 C100516 C101739 C101782 C100252 C100339 C101021 C100964 C101642 C101318 C100882 C100915
S103521,S120257,1,W100806 W103344 W102823 W105754 W109077 W100091 W102823 W100971 W101301 W105604,C101164 C101318 C100333 C100339 C100516 C101739 C101782 C102296 C101806 C100332 C100339 C100516 C101739 C101782 C100252 C100339 C101021 C100964 C102153,W100806 W103344 W102823,C101164 C101318 C100333 C100339 C100516 C101739 C101782
S134669,S120257,0,W106422 W106300 W102823 W106503,C101468 C101164 C101318 C101833 C101806 C100339 C100516 C101739 C101782 C102239,W100806 W103344 W102823,C101164 C101318 C100333 C100339 C100516 C101739 C101782
S116945,S106223,1,W109476 W103163 W109237 W105604 W100053 W101396 W100806 W109407 W100968 W105604 W101273 W104364 W101519 W100968,C101485 C101867 C100439 C101985 C102153 C101295 C100322 C100438 C101061 C101705 C101164 C101318 C100087 C100233 C101635 C102153 C100473 C100087 C101277 C102153 C101006 C100087 C101635,W100053 W101396 W101273 W104364 W101519 W102022 W105110,C101295 C100322 C100438 C101061 C101705 C100473 C100087 C101277 C102153 C101006 C100087 C101033 C101173 C100233 C101705
S116945,S118441,0,W109476 W103163 W109237 W105604 W100053 W101396 W100806 W109407 W100968 W105604 W101273 W104364 W101519 W100968,C101485 C101867 C100439 C101985 C102153 C101295 C100322 C100438 C101061 C101705 C101164 C101318 C100087 C100233 C101635 C102153 C100473 C100087 C101277 C102153 C101006 C100087 C101635,W100053 W107596 W101396 W100806 W102493 W102022 W101351 W104456,C101295 C100322 C100438 C101061 C101061 C101618 C100376 C101705 C101164 C101318 C100087 C101033 C101173 C100233 C100479
S116364,S118441,0,W100404 W104806 W105134 W102022 W101351 W104416,C100591 C101477 C100882 C100915 C101295 C100322 C101108 C101033 C101173 C100233 C101350,W100053 W107596 W101396 W100806 W102493 W102022 W101351 W104456,C101295 C100322 C100438 C101061 C101061 C101618 C100376 C101705 C101164 C101318 C100087 C101033 C101173 C100233 C100479
S114291,S111678,0,W108297 W108212 W100701 W106824 W100422 W104740,C102125 C101985 C101061 C100591 C101477 C101807 C100191 C101271 C100993 C100898 C100271 C102153 C101541 C101346 C101642 C101318 C100887,W108594 W105326 W107511 W101304 W100422 W100730 W102841 W101818 W104740,C102125 C101985 C101061 C101477 C101807 C101271 C100898 C101985 C100266 C101541 C101346 C101021 C101577 C102147 C101609 C100919 C101642 C101318 C100887
S102417,S111678,1,W108594 W101304 W100422 W108212 W105661 W105604 W100806 W102841,C102125 C101985 C101061 C101985 C100266 C101541 C101346 C101807 C100743 C101255 C102153 C101164 C101318 C102147 C101609,W108594 W105326 W107511 W101304 W100422 W100730 W102841 W101818 W104740,C102125 C101985 C101061 C101477 C101807 C101271 C100898 C101985 C100266 C101541 C101346 C101021 C101577 C102147 C101609 C100919 C101642 C101318 C100887
S114291,S134136,1,W108297 W108212 W100701 W106824 W100422 W104740,C102125 C101985 C101061 C100591 C101477 C101807 C100191 C101271 C100993 C100898 C100271 C102153 C101541 C101346 C101642 C101318 C100887,W105538 W108594 W103471 W103441 W103187 W100422 W103546 W104806,C101043 C102125 C101985 C101061 C100707 C100295 C102125 C101039 C101649 C101541 C101346 C101642 C101318 C100882 C100915
S102435,S117394,0,W103163 W101069 W103088 W107314 W107170 W108376 W101396 W104291 W104121,C101867 C100900 C100269 C102174 C100890 C100291 C101643 C100114 C101585 C101200 C101705 C100928 C100678 C101318,W108865 W105092 W107170 W108376 W101396 W100806 W101273,C101867 C100900 C100269 C100890 C100291 C101643 C100114 C101585 C101200 C101705 C101164 C101318 C100473 C100087
S128163,S117394,1,W102817 W104806 W107170 W100806 W101273 W109391,C102244 C100269 C100882 C100915 C100291 C101643 C100114 C101164 C101318 C100473 C100087 C100586 C101033,W108865 W105092 W107170 W108376 W101396 W100806 W101273,C101867 C100900 C100269 C100890 C100291 C101643 C100114 C101585 C101200 C101705 C101164 C101318 C100473 C100087
S132502,S117394,1,W100305 W109533 W104806 W107170 W100323 W109131,C101580 C102080 C100576 C100143 C100340 C100882 C100915 C100291 C101643 C100114 C101263 C102044 C101613,W108865 W105092 W107170 W108376 W101396 W100806 W101273,C101867 C100900 C100269 C100890 C100291 C101643 C100114 C101585 C101200 C101705 C101164 C101318 C100473 C100087
S102435,S117031,1,W103163 W101069 W103088 W107314 W107170 W108376 W101396 W104291 W104121,C101867 C100900 C100269 C102174 C100890 C100291 C101643 C100114 C101585 C101200 C101705 C100928 C100678 C101318,W108463 W108376 W105402 W104797 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101693 C100801 C101991 C101350 C102239
S125817,S117031,0,W108463 W105313 W101230 W108376 W101396 W109350 W104416,C100291 C101643 C100114 C100637 C102288 C100502 C101639 C101964 C101585 C101200 C101705 C100993 C101693 C101350,W108463 W108376 W105402 W104797 W104416 W106503,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101693 C100801 C101991 C101350 C102239
S126543,S124024,1,W106264 W104259 W100323 W108847,C100800 C102221 C100783 C100463 C101263 C100586 C101033 C101340,W103336 W108847 W100991,C100800 C102221 C100379 C100463 C100586 C101033 C101340 C101815 C101842 C100951 C101815
S134778,S107076,0,W107170 W100323 W102219 W109120,C100291 C101643 C100114 C101263 C100691 C100743 C102147 C100541 C100096,W107170 W100323 W102219 W108280 W109120 W105754 W103546 W104182,C100291 C101643 C100114 C101263 C100691 C100743 C102147 C100586 C100541 C100096 C102296 C101642 C101318 C101351 C100882
S106139,S107076,0,W108280 W107170 W100470 W103523 W102193 W104425 W104416 W106503,C100586 C100291 C101643 C100114 C101277 C100586 C102052 C100256 C100114 C102226 C100513 C100562 C100678 C101350 C102239,W107170 W100323 W102219 W108280 W109120 W105754 W103546 W104182,C100291 C101643 C100114 C101263 C100691 C100743 C102147 C100586 C100541 C100096 C102296 C101642 C101318 C101351 C100882
S103625,S107076,1,W103546 W103004 W102651,C101642 C101318 C101379 C101351 C100291 C101643 C100114 C100691 C100743 C102147,W107170 W100323 W102219 W108280 W109120 W105754 W103546 W104182,C100291 C101643 C100114 C101263 C100691 C100743 C102147 C100586 C100541 C100096 C102296 C101642 C101318 C101351 C100882
S134778,S126848,1,W107170 W100323 W102219 W109120,C100291 C101643 C100114 C101263 C100691 C100743 C102147 C100541 C100096,W102651 W108280 W109120 W104456 W106503,C100291 C101643 C100114 C100691 C100743 C102147 C100586 C100541 C100096 C100479 C102239
S126645,S126848,0,W108463 W104024 W105863 W105754 W108280 W109120 W105061 W106503,C100291 C101643 C100114 C100637 C100743 C101317 C100291 C101643 C100114 C101085 C102296 C100586 C100541 C100096 C100031 C100577 C102239,W102651 W108280 W109120 W104456 W106503,C100291 C101643 C100114 C100691 C100743 C102147 C100586 C100541 C100096 C100479 C102239
S116480,S128964,1,W101206 W103163 W100914 W105739 W100470 W103467 W108280 W100806 W108519 W104416,C101786 C100233 C101867 C100376 C101061 C101618 C101608 C101295 C100114 C101277 C100586 C101902 C101193 C102101 C102118 C100586 C101164 C101318 C100233 C100087 C101350,W100914 W108280 W103467 W104740,C100376 C101061 C101618 C100586 C101902 C101193 C102101 C102118 C101642 C101318 C100887
S122598,S128964,0,W100914 W108280 W109251 W104740,C100376 C101061 C101618 C100586 C100404 C102101 C102118 C101642 C101318 C100887,W100914 W108280 W103467 W104740,C100376 C101061 C101618 C100586 C101902 C101193 C102101 C102118 C101642 C101318 C100887
S111532,S113617,0,W101069 W103088 W107314 W105754 W107170 W108376 W101478 W101855 W100971 W105079 W108410 W104416 W106503,C100900 C100269 C102174 C100890 C102296 C100291 C101643 C100114 C101585 C101200 C101613 C101602 C100099 C100252 C102097 C101870 C100583 C100774 C101350 C102239,W102817 W107170 W102323 W105017 W105918 W108376 W108410 W104416 W106503,C102244 C100269 C100291 C101643 C100114 C101176 C101173 C100781 C101613 C102076 C100473 C100087 C101585 C101200 C100583 C100774 C101350 C102239
S101314,S105736,0,W108463 W108984 W102887 W102840 W106531 W104416,C100291 C101643 C100114 C100637 C101061 C100012 C100930 C100376 C102226 C100589 C101092 C100306 C101350,W106089 W103541 W100806 W103487,C100404 C102194 C101380 C100376 C102153 C101164 C101318 C100778 C100577
S127755,S116075,0,W106264 W104670 W101880 W104160,C100800 C102221 C101996 C101699 C100753 C100091 C100249 C100772,W106264 W101880 W107268 W100715 W107849,C100800 C102221 C100753 C100091 C100249 C100373 C100323 C102210 C100456
S127469,S116075,1,W108248 W103803 W100773 W104416,C100800 C102221 C100424 C101699 C101436 C101173 C101529 C100393 C101350,W106264 W101880 W107268 W100715 W107849,C100800 C102221 C100753 C100091 C100249 C100373 C100323 C102210 C100456
